"Temp"	"S"	"K"	"BMmax"	"TLmax"	"maxBM"
20	10	1	6	4.01309552046973	3636142.14555204
20	10	1	6	3.64684003230688	164745.715940341
20	10	1	6	4.22893050791357	27931837.538024
20	10	1	6	3.9931405354162	3455911.93621601
20	10	1	6	4.20147924446604	42477243.97461
20	10	1	6	3.00021475471376	921211.210315736
20	10	1	6	3.9975997387489	5461792.23989343
20	10	1	6	3.28444178877286	454076.255363497
20	10	1	6	4.06414709553598	4732109.09773948
20	10	1	6	3	1105.66999081449
20	10	1	6	4.34765233600129	36616.6522128106
20	10	1	6	4.08536392454041	42413839.1430875
20	10	1	6	3.93481981091679	923844.792463361
20	10	1	6	3.67720557681494	16615725.1147349
20	10	1	6	4	1944183.79956855
20	10	1	6	3.30011576553013	355964.304592924
20	10	1	6	3	503.537530275386
20	10	1	6	3.00001177304954	10838243.6805722
20	10	1	6	4.15877534712954	5628432.92928711
20	10	1	6	4.0001968593844	2260051.81480128
20	10	1	6	3.00890928576471	12655005.0383455
20	10	1	6	3.00000015344041	1751923.01749037
20	10	1	6	3.97513192773916	265274.380527257
20	10	1	6	3.00019336606774	1843161.88794649
20	10	1	6	4.00000148379666	2735687.91134445
20	10	1	6	4.04560022859089	2899566.08910647
20	10	1	6	3.00439843306171	5593247.72532329
20	10	1	6	4	2325715.25956022
20	10	1	6	3.00004469769455	1825816.35039149
20	10	1	6	4.23141961650162	11034992.7335789
20	10	1	6	3.99849162897609	6811191.46021046
20	10	1	6	3.37031127450076	3329.93645558713
20	10	1	6	3.28857414451449	13383274.3728147
20	10	1	6	4.98262492487824	8079674.0701492
20	10	1	6	4.1797468137627	414549.415351559
20	10	1	6	3.06696604233316	2295.41116641875
20	10	1	6	3.27298369908222	3751178.44733864
20	10	1	6	2	2741784.21418437
20	10	1	6	3.41206348311375	19601646.0919671
20	10	1	6	4.29219330124975	5276925.52436658
20	10	1	6	4	1142050.93632485
20	10	1	6	4.8285687491438	842817.699429897
20	10	1	6	3.9548978628726	72037.9943245893
20	10	1	6	3.00030705061001	37509001.6257094
20	10	1	6	3.0137505552568	252.183877904612
20	10	1	6	3.95303358780608	4682647.45314482
20	10	1	6	4	3042119.71128761
20	10	1	6	3.96655982081563	17525254.7595685
20	10	1	6	3.84638134245777	96421645.6138292
20	10	1	6	4.42232246389184	69556.2871254964
20	10	1	6	3.30467006593328	2062371.61000706
20	10	1	6	4.5109222048541	734870.886229518
20	10	1	6	3.96761355948539	5531856.31667518
20	10	1	6	3.18331479547061	190779.095231341
20	10	1	6	3.03547218556378	1869522.69049051
20	10	1	6	3.817857172092	48468516.3543656
20	10	1	6	3.41893094242122	4393742.48640104
25	10	1	6	4.45915689019978	944393.176965409
25	10	1	6	3	1918.32575077651
25	10	1	6	3	100.232768896427
25	10	1	6	4.39141369382282	1306916.1086669
25	10	1	6	3.99548833052594	2625704.12361023
25	10	1	6	4.36795108476979	869142.283774352
25	10	1	6	3.01674922405643	735728.927292833
25	10	1	6	3.34032004740282	1028277.86756697
25	10	1	6	2	27.5222041827927
25	10	1	6	4.15105698431377	2363837.25976617
25	10	1	6	3	258.099711943034
25	10	1	6	3	55.0232297220846
25	10	1	6	4.14376499175132	33427444.7433569
25	10	1	6	4.11872005373935	248201.905209314
25	10	1	6	3.06750091728281	5589273.76457702
25	10	1	6	1	28.907456867824
25	10	1	6	2.25192334482615	2353.62273268968
25	10	1	6	1	42.5246630832205
25	10	1	6	3.00084058242705	8985376.75610074
25	10	1	6	4.00249889305552	2743234.64143327
25	10	1	6	3.33396729123458	571964.141159355
25	10	1	6	4.01921098063788	6525099.3894754
25	10	1	6	4.27690507489771	198898.316960557
25	10	1	6	3.01517395002126	171033.943249531
25	10	1	6	3.03508053540357	1404672.00938353
25	10	1	6	3.67042952163569	3550.6032846313
25	10	1	6	3.43102171670757	1834237.57038695
25	10	1	6	3.66944051420113	5941843.77392617
25	10	1	6	4	844461.645045493
25	10	1	6	3.0029268924419	1512068.80103651
25	10	1	6	4.53509950260825	4622718.44489792
25	10	1	6	3.93225553782623	4280612.18690828
25	10	1	6	1	21.6923017621636
25	10	1	6	3.93427912342684	3663313.18492843
25	10	1	6	1	26.5450053890891
25	10	1	6	3	86.4918974433314
25	10	1	6	1	31.7359538962267
25	10	1	6	3	8625.25173963528
25	10	1	6	2.57959245662604	4476273.36438319
25	10	1	6	4.2417258192121	6075011.84688768
25	10	1	6	4.27284955498206	3961856.53780062
25	10	1	6	3	173159.78263521
25	10	1	6	4.77343448506551	1578587.51230167
25	10	1	6	3	309.32318519467
25	10	1	6	3.49403722705894	6903469.975707
25	10	1	6	1	21.0630477015518
25	10	1	6	4.48553681287337	93582.7615849589
25	10	1	6	2.19502018378099	119.682078060934
25	10	1	6	3.9312159299635	11866305.3275326
25	10	1	6	3.48018082484223	26018575.9370967
25	10	1	6	2.15227507192157	108.334841243109
25	10	1	6	3.00019673089821	1369750.06374023
25	10	1	6	3	325.40634081027
25	10	1	6	4.74581632963383	4967363.73457209
25	10	1	6	1	20.2501356435316
25	10	1	6	3.08237314005577	920289.569134712
25	10	1	6	3.63985591674482	35263340.4054734
25	10	1	6	3.81946032677989	3265793.559691
20	25	1	6	4.29440279238247	12174581.4611458
20	25	1	6	4.05262405848951	13156683.4746034
20	25	1	6	3.39608494299372	3192579.62027534
20	25	1	6	3.22776000691675	388515.372492235
20	25	1	6	4.0365341468186	2097065.33376186
20	25	1	6	3.19136088745999	18506288.8578569
20	25	1	6	4.28149043069274	545668.935661388
20	25	1	6	3.72505457632362	17898111.9011495
20	25	1	6	3.97836011154726	8817459.88217188
20	25	1	6	3.97648584207058	6308514.75028138
20	25	1	6	3.44139764588613	1075603.66578368
20	25	1	6	4.58841825997788	28795.7869808452
20	25	1	6	3.46020663315913	9000725.78005546
20	25	1	6	3.72801634435874	335352.694880203
20	25	1	6	4.78153151948277	620626.491377237
